appid,name,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
712770,Just A Dream,The Hyper Carries!,The Hyper Carries!,63,14,"20,000 .. 50,000",0,0,0,0,0,0,0,0
712770,Just A Dream,The Hyper Carries!,The Hyper Carries!,63,14,"20,000 .. 50,000",0,0,0,0,0,0,0,0
713030,Mini Hockey Champ!,26k,26k,45,9,"20,000 .. 50,000",0,0,0,0,999,999,0,1
713030,Mini Hockey Champ!,26k,26k,45,9,"20,000 .. 50,000",0,0,0,0,999,999,0,1
715280,Ancient Battle: Hannibal,HexWar Games,Hunted Cow Games,11,4,"20,000 .. 50,000",0,0,0,0,999,999,0,0
715280,Ancient Battle: Hannibal,HexWar Games,Hunted Cow Games,11,4,"20,000 .. 50,000",0,0,0,0,999,999,0,0
716560,Trancelation,MythicOwl,MythicOwl,26,3,"0 .. 20,000",0,0,0,0,999,999,0,0
716560,Trancelation,MythicOwl,MythicOwl,26,3,"0 .. 20,000",0,0,0,0,999,999,0,0
717980,伏雨录：少年篇,祥,祥,76,9,"20,000 .. 50,000",0,0,0,0,699,699,0,0
717980,伏雨录：少年篇,祥,祥,76,9,"20,000 .. 50,000",0,0,0,0,699,699,0,0
719280,Bullseye,Ravinia,Ravinia,76,14,"20,000 .. 50,000",0,0,0,0,0,0,0,0
719280,Bullseye,Ravinia,Ravinia,76,14,"20,000 .. 50,000",0,0,0,0,0,0,0,0
720030,Indecision.,bilge,bilge,532,94,"20,000 .. 50,000",0,0,0,0,299,299,0,0
720030,Indecision.,bilge,bilge,532,94,"20,000 .. 50,000",0,0,0,0,299,299,0,0
720290,Reaching for Petals: VR Edition,Blue Entropy Studios,Blue Entropy Studios,27,20,"0 .. 20,000",0,0,0,0,499,499,0,0
720290,Reaching for Petals: VR Edition,Blue Entropy Studios,Blue Entropy Studios,27,20,"0 .. 20,000",0,0,0,0,499,499,0,0
720940,Horns of Fear,Pixoala,Pixoala,76,6,"20,000 .. 50,000",0,0,0,0,499,499,0,0
720940,Horns of Fear,Pixoala,Pixoala,76,6,"20,000 .. 50,000",0,0,0,0,499,499,0,0
721470,Snake Treasure Chest,Ragıp Hatunoğlu,Pedica Games,3,1,"20,000 .. 50,000",0,0,0,0,99,99,0,0
721470,Snake Treasure Chest,Ragıp Hatunoğlu,Pedica Games,3,1,"20,000 .. 50,000",0,0,0,0,99,99,0,0
723830,Cyborg Invasion Shooter,"Tero Lunkka, Valkeala Software, BlackThug",Tero Lunkka,26,30,"0 .. 20,000",0,0,0,0,499,499,0,0
723830,Cyborg Invasion Shooter,"Tero Lunkka, Valkeala Software, BlackThug",Tero Lunkka,26,30,"0 .. 20,000",0,0,0,0,499,499,0,0
725110,Wizards Tourney,a bonfire of souls,a bonfire of souls,32,8,"20,000 .. 50,000",0,0,0,0,999,999,0,0
725110,Wizards Tourney,a bonfire of souls,a bonfire of souls,32,8,"20,000 .. 50,000",0,0,0,0,999,999,0,0
725330,Zelle,Fuming,Fuming,427,27,"20,000 .. 50,000",0,0,0,0,980,980,0,0
725330,Zelle,Fuming,Fuming,427,27,"20,000 .. 50,000",0,0,0,0,980,980,0,0
726020,Mission Ammunition,Quantized Bit,Quantized Bit,76,22,"20,000 .. 50,000",0,0,0,0,399,399,0,0
726020,Mission Ammunition,Quantized Bit,Quantized Bit,76,22,"20,000 .. 50,000",0,0,0,0,399,399,0,0
726340,Alchemist's Castle,Kabuk Games,Kabuk Games,103,30,"20,000 .. 50,000",0,0,0,0,99,99,0,0
726340,Alchemist's Castle,Kabuk Games,Kabuk Games,103,30,"20,000 .. 50,000",0,0,0,0,99,99,0,0
726910,Star Wars: Droid Repair Bay,ILMxLAB,"Disney Platform Distribution, Inc.",484,55,"100,000 .. 200,000",0,0,0,0,0,0,0,4
726910,Star Wars: Droid Repair Bay,ILMxLAB,"Disney Platform Distribution, Inc.",484,55,"100,000 .. 200,000",0,0,0,0,0,0,0,4
728670,Maze Up!,Inner Monkey,Overhead Games,4,1,"20,000 .. 50,000",0,0,0,0,199,199,0,0
728670,Maze Up!,Inner Monkey,Overhead Games,4,1,"20,000 .. 50,000",0,0,0,0,199,199,0,0
730550,Kanova,Foundry,Foundry,51,18,"20,000 .. 50,000",0,0,0,0,0,0,0,0
730550,Kanova,Foundry,Foundry,51,18,"20,000 .. 50,000",0,0,0,0,0,0,0,0
730690,EXIT 4 - Portal,SIXNAILS,SIXNAILS,6,1,"20,000 .. 50,000",0,0,0,0,799,799,0,0
730690,EXIT 4 - Portal,SIXNAILS,SIXNAILS,6,1,"20,000 .. 50,000",0,0,0,0,799,799,0,0
731320,Speebot,Keyreal,Keyreal,21,5,"20,000 .. 50,000",0,0,0,0,499,499,0,0
731320,Speebot,Keyreal,Keyreal,21,5,"20,000 .. 50,000",0,0,0,0,499,499,0,0
738440,MazeQuest 2,"Will Orr, Chris Orr",OMB Media,7,1,"20,000 .. 50,000",0,0,0,0,799,799,0,0
738440,MazeQuest 2,"Will Orr, Chris Orr",OMB Media,7,1,"20,000 .. 50,000",0,0,0,0,799,799,0,0
738610,Train Station Simulator,Appliks Apps Studios,Appliks Apps Studios,146,110,"20,000 .. 50,000",0,0,0,0,1699,1699,0,0
738610,Train Station Simulator,Appliks Apps Studios,Appliks Apps Studios,146,110,"20,000 .. 50,000",0,0,0,0,1699,1699,0,0
741670,Easy Red,Marco Amadei,Corvostudio di Amadei Marco,789,200,"100,000 .. 200,000",0,0,0,0,399,399,0,0
741670,Easy Red,Marco Amadei,Corvostudio di Amadei Marco,789,200,"100,000 .. 200,000",0,0,0,0,399,399,0,0
743130,MewnBase,Cairn4,Cairn4,1287,92,"50,000 .. 100,000",0,0,0,0,999,999,0,4
743130,MewnBase,Cairn4,Cairn4,1287,92,"50,000 .. 100,000",0,0,0,0,999,999,0,4
743860,Wild West Online,WWO Partners Ltd,WWO Partners Ltd,265,669,"20,000 .. 50,000",0,0,0,0,0,0,0,0
743860,Wild West Online,WWO Partners Ltd,WWO Partners Ltd,265,669,"20,000 .. 50,000",0,0,0,0,0,0,0,0
749520,Sakura no Mori † Dreamers,MOONSTONE,HIKARI FIELD,921,83,"20,000 .. 50,000",0,0,0,0,1799,1799,0,5
749520,Sakura no Mori † Dreamers,MOONSTONE,HIKARI FIELD,921,83,"20,000 .. 50,000",0,0,0,0,1799,1799,0,5
749960,Townsmen VR,HandyGames,HandyGames,438,84,"0 .. 20,000",0,0,0,0,1999,3999,50,0
749960,Townsmen VR,HandyGames,HandyGames,438,84,"0 .. 20,000",0,0,0,0,1999,3999,50,0
752710,Infinity Trip,XiNFiNiTY Games,,12,10,"20,000 .. 50,000",0,0,0,0,99,99,0,0
752710,Infinity Trip,XiNFiNiTY Games,,12,10,"20,000 .. 50,000",0,0,0,0,99,99,0,0
755350,Truth: Disorder,JustE AAN,JustE Publishing,28,33,"20,000 .. 50,000",0,0,0,0,299,299,0,0
755350,Truth: Disorder,JustE AAN,JustE Publishing,28,33,"20,000 .. 50,000",0,0,0,0,299,299,0,0
758250,Taste of Power,OneOcean LLC,OneOcean LLC,45,22,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
758250,Taste of Power,OneOcean LLC,OneOcean LLC,45,22,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
758500,Loot Box Quest,Going Loud Studios,Going Loud Studios,428,31,"50,000 .. 100,000",0,0,0,0,99,99,0,1
758500,Loot Box Quest,Going Loud Studios,Going Loud Studios,428,31,"50,000 .. 100,000",0,0,0,0,99,99,0,1
764300,Shantae: Half-Genie Hero Ultimate Edition,WayForward,WayForward ,965,123,"50,000 .. 100,000",0,0,0,0,2999,2999,0,6
764300,Shantae: Half-Genie Hero Ultimate Edition,WayForward,WayForward ,965,123,"50,000 .. 100,000",0,0,0,0,2999,2999,0,6
765160,Weable 2,SPECTRUM GAMES,ValkyrieInitiative,65,34,"20,000 .. 50,000",0,0,0,0,499,499,0,0
765160,Weable 2,SPECTRUM GAMES,ValkyrieInitiative,65,34,"20,000 .. 50,000",0,0,0,0,499,499,0,0
765850,Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals,"Assemble Entertainment, Sierra Entertainment",Assemble Entertainment,59,23,"20,000 .. 50,000",0,0,0,0,0,0,0,2
765850,Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals,"Assemble Entertainment, Sierra Entertainment",Assemble Entertainment,59,23,"20,000 .. 50,000",0,0,0,0,0,0,0,2
765860,Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,"Assemble Entertainment, Sierra Entertainment",Assemble Entertainment,43,29,"20,000 .. 50,000",0,0,0,0,0,0,0,0
765860,Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,"Assemble Entertainment, Sierra Entertainment",Assemble Entertainment,43,29,"20,000 .. 50,000",0,0,0,0,0,0,0,0
774151,YOOMURJAK'S RING,Private Moon Studios,M.INDIE,48,8,"0 .. 20,000",0,0,0,0,999,999,0,0
774151,YOOMURJAK'S RING,Private Moon Studios,M.INDIE,48,8,"0 .. 20,000",0,0,0,0,999,999,0,0
776100,One Night On The Road,Beyter Games Studio,Beyter Games Studio,2,5,"20,000 .. 50,000",0,0,0,0,299,299,0,0
776100,One Night On The Road,Beyter Games Studio,Beyter Games Studio,2,5,"20,000 .. 50,000",0,0,0,0,299,299,0,0
779050,A tractor,Games for May,Games for May,102,39,"20,000 .. 50,000",0,0,0,0,0,0,0,0
779050,A tractor,Games for May,Games for May,102,39,"20,000 .. 50,000",0,0,0,0,0,0,0,0
779100,Daemonical,Fearem,Gamifier,141,76,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
779100,Daemonical,Fearem,Gamifier,141,76,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
785110,Anime girl Or Bottle?,"Nikita ""Ghost_RUS""",Ghost_RUS Games,132,34,"20,000 .. 50,000",0,0,0,0,99,99,0,0
785110,Anime girl Or Bottle?,"Nikita ""Ghost_RUS""",Ghost_RUS Games,132,34,"20,000 .. 50,000",0,0,0,0,99,99,0,0
787690,Math Hero,Right Games,Right Games,12,5,"20,000 .. 50,000",0,0,0,0,99,99,0,0
787690,Math Hero,Right Games,Right Games,12,5,"20,000 .. 50,000",0,0,0,0,99,99,0,0
788910,Apartment of Love,Pin-Point,Paradise Project,151,90,"20,000 .. 50,000",0,0,0,0,0,0,0,0
788910,Apartment of Love,Pin-Point,Paradise Project,151,90,"20,000 .. 50,000",0,0,0,0,0,0,0,0
791290,Space Ball,Heaven Bot,Heaven Bot,5,2,"0 .. 20,000",0,0,0,0,99,99,0,0
791290,Space Ball,Heaven Bot,Heaven Bot,5,2,"0 .. 20,000",0,0,0,0,99,99,0,0
791380,Way Out,"Shenzhen Simeng Technology Co., Ltd.","Shenzhen Simeng Technology Co., Ltd.",3,6,"50,000 .. 100,000",0,0,0,0,99,99,0,0
791380,Way Out,"Shenzhen Simeng Technology Co., Ltd.","Shenzhen Simeng Technology Co., Ltd.",3,6,"50,000 .. 100,000",0,0,0,0,99,99,0,0
791700,Bird Game,Bryan Tabor,Bryan Tabor,54,16,"20,000 .. 50,000",0,0,0,0,299,299,0,0
791700,Bird Game,Bryan Tabor,Bryan Tabor,54,16,"20,000 .. 50,000",0,0,0,0,299,299,0,0
792030,"Just, Bearly",Daniel J Roberts,Daniel J Roberts,487,32,"20,000 .. 50,000",0,0,0,0,0,0,0,0
792030,"Just, Bearly",Daniel J Roberts,Daniel J Roberts,487,32,"20,000 .. 50,000",0,0,0,0,0,0,0,0
792650,Super Jigsaw Puzzle,Flat Cat Games,Flat Cat Games,113,14,"20,000 .. 50,000",0,0,0,0,499,499,0,3
792650,Super Jigsaw Puzzle,Flat Cat Games,Flat Cat Games,113,14,"20,000 .. 50,000",0,0,0,0,499,499,0,3
794490,Journey Of Life,Hyperion Studio Limited,Hyperion Studio Limited,424,325,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0
794490,Journey Of Life,Hyperion Studio Limited,Hyperion Studio Limited,424,325,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0
794630,Puzzle 3D,Jake Peng,Jake Peng,1,1,"20,000 .. 50,000",0,0,0,0,299,299,0,0
794630,Puzzle 3D,Jake Peng,Jake Peng,1,1,"20,000 .. 50,000",0,0,0,0,299,299,0,0
795040,E.Z,Totally Normal Creature,Totally Normal Creature,223,21,"20,000 .. 50,000",0,0,0,0,199,199,0,0
795040,E.Z,Totally Normal Creature,Totally Normal Creature,223,21,"20,000 .. 50,000",0,0,0,0,199,199,0,0
795550,Warawara Invaders,nkmr appworks,nkmr appworks,3,2,"20,000 .. 50,000",0,0,0,0,99,99,0,0
795550,Warawara Invaders,nkmr appworks,nkmr appworks,3,2,"20,000 .. 50,000",0,0,0,0,99,99,0,0
796290,World of Tennis: Roaring ’20s,Helium9 Games,Helium9 Games,202,69,"50,000 .. 100,000",0,0,0,0,0,0,0,0
796290,World of Tennis: Roaring ’20s,Helium9 Games,Helium9 Games,202,69,"50,000 .. 100,000",0,0,0,0,0,0,0,0
796430,SHiRO 011,BARS STUDIOS,BARS STUDIOS,66,15,"0 .. 20,000",0,0,0,0,0,0,0,0
796430,SHiRO 011,BARS STUDIOS,BARS STUDIOS,66,15,"0 .. 20,000",0,0,0,0,0,0,0,0
797660,God Test,God Test,God Test,6,10,"0 .. 20,000",0,0,0,0,0,0,0,0
797660,God Test,God Test,God Test,6,10,"0 .. 20,000",0,0,0,0,0,0,0,0
802660,Bitcoin Or Bomb?,"Nikita ""Ghost_RUS""",Ghost_RUS Games,21,32,"0 .. 20,000",0,0,0,0,99,99,0,0
802660,Bitcoin Or Bomb?,"Nikita ""Ghost_RUS""",Ghost_RUS Games,21,32,"0 .. 20,000",0,0,0,0,99,99,0,0
803800,WIDECROSS,DEV TEAM,DEV TEAM,98,83,"20,000 .. 50,000",0,0,0,0,699,699,0,0
803800,WIDECROSS,DEV TEAM,DEV TEAM,98,83,"20,000 .. 50,000",0,0,0,0,699,699,0,0
806740,Fei Duanmu VS Kobayashi 端木斐 VS 小林正雪,"致意, 傅真","致意, 傅真",181,14,"20,000 .. 50,000",0,0,0,0,599,599,0,0
806740,Fei Duanmu VS Kobayashi 端木斐 VS 小林正雪,"致意, 傅真","致意, 傅真",181,14,"20,000 .. 50,000",0,0,0,0,599,599,0,0
808080,Ultimate Racing 2D,Applimazing,Applimazing,461,64,"20,000 .. 50,000",0,0,0,0,99,99,0,1
808080,Ultimate Racing 2D,Applimazing,Applimazing,461,64,"20,000 .. 50,000",0,0,0,0,99,99,0,1
808880,MiniTracks,RIQPLAY,RIQPLAY,24,7,"20,000 .. 50,000",0,0,0,0,499,499,0,0
808880,MiniTracks,RIQPLAY,RIQPLAY,24,7,"20,000 .. 50,000",0,0,0,0,499,499,0,0
817020,Unholy,Duality Games,505 Pulse,138,78,"50,000 .. 100,000",0,0,0,0,2999,2999,0,1
817020,Unholy,Duality Games,505 Pulse,138,78,"50,000 .. 100,000",0,0,0,0,2999,2999,0,1
817840,Max Gentlemen Sexy Business!,The Men Who Wear Many Hats,The Men Who Wear Many Hats,1528,120,"100,000 .. 200,000",0,0,0,0,1999,1999,0,11
817840,Max Gentlemen Sexy Business!,The Men Who Wear Many Hats,The Men Who Wear Many Hats,1528,120,"100,000 .. 200,000",0,0,0,0,1999,1999,0,11
823040,Griefer,"Cuberz, CharileH","CasGame, CharileH",69,31,"50,000 .. 100,000",0,0,0,0,1299,1299,0,0
823040,Griefer,"Cuberz, CharileH","CasGame, CharileH",69,31,"50,000 .. 100,000",0,0,0,0,1299,1299,0,0
823330,Marginal act,Marginalact,Marginalact,4,6,"0 .. 20,000",0,0,0,0,999,999,0,0
823330,Marginal act,Marginalact,Marginalact,4,6,"0 .. 20,000",0,0,0,0,999,999,0,0
823530,Aesthetic Arena,Caden Goodwin,csgood,35,10,"0 .. 20,000",0,0,0,0,99,99,0,0
823530,Aesthetic Arena,Caden Goodwin,csgood,35,10,"0 .. 20,000",0,0,0,0,99,99,0,0
823940,Virtual Battlegrounds,CyberDream,Spiral Summit Games,328,155,"20,000 .. 50,000",0,0,0,0,1999,1999,0,0
823940,Virtual Battlegrounds,CyberDream,Spiral Summit Games,328,155,"20,000 .. 50,000",0,0,0,0,1999,1999,0,0
825730,Tzar: The Burden of the Crown,Haemimont Games,Haemimont Games,452,41,"50,000 .. 100,000",0,0,0,0,499,499,0,11
825730,Tzar: The Burden of the Crown,Haemimont Games,Haemimont Games,452,41,"50,000 .. 100,000",0,0,0,0,499,499,0,11
832130,Negative World,Big Niche Games,Big Niche Games,15,4,"0 .. 20,000",0,0,0,0,0,0,0,0
832130,Negative World,Big Niche Games,Big Niche Games,15,4,"0 .. 20,000",0,0,0,0,0,0,0,0
833140,Supaplex,InArcade,InArcade,251,14,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
833140,Supaplex,InArcade,InArcade,251,14,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
836870,Art of Murder - Deadly Secrets,City Interactive S.A.,City Interactive S.A.,9,52,"0 .. 20,000",0,0,0,0,0,0,0,1
836870,Art of Murder - Deadly Secrets,City Interactive S.A.,City Interactive S.A.,9,52,"0 .. 20,000",0,0,0,0,0,0,0,1
840100,Magic Scroll Tactics / マジックスクロールタクティクス / 魔法卷轴 / 魔法捲軸,オートリ電子,"オートリ電子, Gamirror Games",146,36,"20,000 .. 50,000",0,0,0,0,1199,1199,0,0
840100,Magic Scroll Tactics / マジックスクロールタクティクス / 魔法卷轴 / 魔法捲軸,オートリ電子,"オートリ電子, Gamirror Games",146,36,"20,000 .. 50,000",0,0,0,0,1199,1199,0,0
841300,Together,Zilby,Zilby,149,56,"20,000 .. 50,000",0,0,0,0,0,0,0,0
841300,Together,Zilby,Zilby,149,56,"20,000 .. 50,000",0,0,0,0,0,0,0,0
842590,Knight Fighter,Falco Software,,6,16,"0 .. 20,000",0,0,0,0,99,99,0,0
842590,Knight Fighter,Falco Software,,6,16,"0 .. 20,000",0,0,0,0,99,99,0,0
843720,Dissimilated Land,Steel Wing,Ggame Studio,109,71,"20,000 .. 50,000",0,0,0,0,1199,1199,0,0
843720,Dissimilated Land,Steel Wing,Ggame Studio,109,71,"20,000 .. 50,000",0,0,0,0,1199,1199,0,0
846780,JumpStream,Digital Continue,Digital Continue,13,7,"20,000 .. 50,000",0,0,0,0,0,0,0,1
846780,JumpStream,Digital Continue,Digital Continue,13,7,"20,000 .. 50,000",0,0,0,0,0,0,0,1
850820,祛魅·教化（祛魅1）,LU QI,LU QI,78,28,"20,000 .. 50,000",0,0,0,0,399,399,0,0
850820,祛魅·教化（祛魅1）,LU QI,LU QI,78,28,"20,000 .. 50,000",0,0,0,0,399,399,0,0
853200,Shred! 2 - ft Sam Pilgrim,ASBO Interactive,ASBO Interactive Ltd,183,30,"20,000 .. 50,000",0,0,0,0,999,999,0,1
853200,Shred! 2 - ft Sam Pilgrim,ASBO Interactive,ASBO Interactive Ltd,183,30,"20,000 .. 50,000",0,0,0,0,999,999,0,1
853450,Nevergrind Online,Neverworks Games,Neverworks Games,1093,159,"50,000 .. 100,000",0,0,0,0,1599,1599,0,79
853450,Nevergrind Online,Neverworks Games,Neverworks Games,1093,159,"50,000 .. 100,000",0,0,0,0,1599,1599,0,79
856130,Dark SASI,Narko Games,Narko Games,230,157,"20,000 .. 50,000",0,0,0,0,99,99,0,0
856130,Dark SASI,Narko Games,Narko Games,230,157,"20,000 .. 50,000",0,0,0,0,99,99,0,0
856620,Vカツ / V-Katsu,IVR,IVR,460,61,"100,000 .. 200,000",0,0,0,0,0,0,0,0
856620,Vカツ / V-Katsu,IVR,IVR,460,61,"100,000 .. 200,000",0,0,0,0,0,0,0,0
856760,Gachi Gang,"Nikita ""Ghost_RUS""",Ghost_RUS Games,18,23,"0 .. 20,000",0,0,0,0,99,99,0,0
856760,Gachi Gang,"Nikita ""Ghost_RUS""",Ghost_RUS Games,18,23,"0 .. 20,000",0,0,0,0,99,99,0,0
857110,SPACE BLASTER 8 BIT,Dead Crow,Dead Crow,0,2,"50,000 .. 100,000",0,0,0,0,99,99,0,0
857110,SPACE BLASTER 8 BIT,Dead Crow,Dead Crow,0,2,"50,000 .. 100,000",0,0,0,0,99,99,0,0
857690,Lagoon Lounge : The Poisonous Fountain,KAIJYU-09,KAIJYU-09,551,38,"20,000 .. 50,000",0,0,0,0,1399,1399,0,2
857690,Lagoon Lounge : The Poisonous Fountain,KAIJYU-09,KAIJYU-09,551,38,"20,000 .. 50,000",0,0,0,0,1399,1399,0,2
857860,Planetary Settlers,Leveler Games,Leveler Games,11,1,"20,000 .. 50,000",0,0,0,0,499,499,0,0
857860,Planetary Settlers,Leveler Games,Leveler Games,11,1,"20,000 .. 50,000",0,0,0,0,499,499,0,0
862480,The Spiral Scouts,Cantaloupe Kids,Cantaloupe Kids,474,114,"50,000 .. 100,000",0,0,0,0,999,999,0,0
862480,The Spiral Scouts,Cantaloupe Kids,Cantaloupe Kids,474,114,"50,000 .. 100,000",0,0,0,0,999,999,0,0
863400,Feud,Bearwaves,Bearwaves,196,22,"20,000 .. 50,000",0,0,0,0,0,0,0,0
863400,Feud,Bearwaves,Bearwaves,196,22,"20,000 .. 50,000",0,0,0,0,0,0,0,0
863980,ORIX!,AFBIK Studio,AFBIK Studio,115,65,"20,000 .. 50,000",0,0,0,0,99,99,0,0
863980,ORIX!,AFBIK Studio,AFBIK Studio,115,65,"20,000 .. 50,000",0,0,0,0,99,99,0,0
864370,Aztec Number,CTU,CTU,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
864370,Aztec Number,CTU,CTU,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
867540,Honor Cry: Aftermath,SimProse Studios,SA Industry,5,9,"20,000 .. 50,000",0,0,0,0,49,99,51,0
867540,Honor Cry: Aftermath,SimProse Studios,SA Industry,5,9,"20,000 .. 50,000",0,0,0,0,49,99,51,0
870110,The Monsters' History Book,"喵呜喵5, 0Cube",0Cube,93,21,"20,000 .. 50,000",0,0,0,0,399,399,0,0
870110,The Monsters' History Book,"喵呜喵5, 0Cube",0Cube,93,21,"20,000 .. 50,000",0,0,0,0,399,399,0,0
870800,Kilcount,Beatrice,Beatrice,36,5,"20,000 .. 50,000",0,0,0,0,0,0,0,0
870800,Kilcount,Beatrice,Beatrice,36,5,"20,000 .. 50,000",0,0,0,0,0,0,0,0
873050,Crescent Hollow,ShadowInk Designs,ShadowInk Designs,1,4,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
873050,Crescent Hollow,ShadowInk Designs,ShadowInk Designs,1,4,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
875610,Loop-Loop DX,Alex Carpenter,Alex Carpenter,428,6,"20,000 .. 50,000",0,0,0,0,0,0,0,0
875610,Loop-Loop DX,Alex Carpenter,Alex Carpenter,428,6,"20,000 .. 50,000",0,0,0,0,0,0,0,0
875830,Moral King,Forester Games,Mark Wortmann,64,16,"20,000 .. 50,000",0,0,0,0,99,99,0,0
875830,Moral King,Forester Games,Mark Wortmann,64,16,"20,000 .. 50,000",0,0,0,0,99,99,0,0
881510,"The Official GamingTaylor Game, Great Job!",Taylor Marsh,GamingTaylor,54,71,"50,000 .. 100,000",0,0,0,0,999,999,0,0
881510,"The Official GamingTaylor Game, Great Job!",Taylor Marsh,GamingTaylor,54,71,"50,000 .. 100,000",0,0,0,0,999,999,0,0
883130,New Star Manager,New Star Games Ltd.,Five Aces Publishing Ltd.,428,60,"0 .. 20,000",0,0,0,0,1999,1999,0,4
883130,New Star Manager,New Star Games Ltd.,Five Aces Publishing Ltd.,428,60,"0 .. 20,000",0,0,0,0,1999,1999,0,4
891020,Handball 21,Eko Software,Nacon,42,63,"20,000 .. 50,000",0,0,0,0,3999,3999,0,1
891020,Handball 21,Eko Software,Nacon,42,63,"20,000 .. 50,000",0,0,0,0,3999,3999,0,1
895210,On Board Remastered,SteinBock Games,SteinBock Games,1,3,"20,000 .. 50,000",0,0,0,0,99,99,0,0
895210,On Board Remastered,SteinBock Games,SteinBock Games,1,3,"20,000 .. 50,000",0,0,0,0,99,99,0,0
895420,Path of Sin: Greed,Cordelia Games,Artifex Mundi,241,32,"50,000 .. 100,000",0,0,0,0,1499,1499,0,1
895420,Path of Sin: Greed,Cordelia Games,Artifex Mundi,241,32,"50,000 .. 100,000",0,0,0,0,1499,1499,0,1
897640,Gun Crazy,Ritual Games,GrabTheGames,85,36,"20,000 .. 50,000",0,0,0,0,79,499,84,0
897640,Gun Crazy,Ritual Games,GrabTheGames,85,36,"20,000 .. 50,000",0,0,0,0,79,499,84,0
898160,Hotel Remorse,"Charlie Behan, Raddy Peid",Charlie Behan,251,71,"20,000 .. 50,000",0,0,0,0,0,0,0,0
898160,Hotel Remorse,"Charlie Behan, Raddy Peid",Charlie Behan,251,71,"20,000 .. 50,000",0,0,0,0,0,0,0,0
908740,VALHALL: Harbinger,Blackrose Arts,Blackrose Arts,195,199,"20,000 .. 50,000",0,0,0,0,1499,2999,50,0
908740,VALHALL: Harbinger,Blackrose Arts,Blackrose Arts,195,199,"20,000 .. 50,000",0,0,0,0,1499,2999,50,0
909190,Escape Lala - Retro Point and Click Adventure,DuckbearLab,DuckbearLab,323,5,"20,000 .. 50,000",0,0,0,0,0,0,0,0
909190,Escape Lala - Retro Point and Click Adventure,DuckbearLab,DuckbearLab,323,5,"20,000 .. 50,000",0,0,0,0,0,0,0,0
909380,Traditional Chinese Medicine Simulator,曲波,曲波,287,13,"0 .. 20,000",0,0,0,0,1499,1499,0,2
909380,Traditional Chinese Medicine Simulator,曲波,曲波,287,13,"0 .. 20,000",0,0,0,0,1499,1499,0,2
911550,Din's Legacy,Soldak Entertainment,Soldak Entertainment,143,43,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2
911550,Din's Legacy,Soldak Entertainment,Soldak Entertainment,143,43,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2
912810,Sargon's Lair,"Alexander Guo, Emile Savard",Emilex Gaming,29,14,"20,000 .. 50,000",0,0,0,0,0,0,0,0
912810,Sargon's Lair,"Alexander Guo, Emile Savard",Emilex Gaming,29,14,"20,000 .. 50,000",0,0,0,0,0,0,0,0
913320,The Devil's Womb,Yumero the Taleteller,Yumero the Taleteller,49,3,"20,000 .. 50,000",0,0,0,0,0,0,0,0
913320,The Devil's Womb,Yumero the Taleteller,Yumero the Taleteller,49,3,"20,000 .. 50,000",0,0,0,0,0,0,0,0
917140,Amberial Dreams,Lumorama,Twin Sails Interactive,69,5,"20,000 .. 50,000",0,0,0,0,899,899,0,0
917140,Amberial Dreams,Lumorama,Twin Sails Interactive,69,5,"20,000 .. 50,000",0,0,0,0,899,899,0,0
922250,Heavy Burger,"Lub Blub, International Headquarters","612 Games, Flying Tiger Entertainment",72,14,"20,000 .. 50,000",0,0,0,0,0,0,0,0
922250,Heavy Burger,"Lub Blub, International Headquarters","612 Games, Flying Tiger Entertainment",72,14,"20,000 .. 50,000",0,0,0,0,0,0,0,0
923120,Food Bomber,TSN Entertainment,TSN Entertainment,0,2,"20,000 .. 50,000",0,0,0,0,99,99,0,0
923120,Food Bomber,TSN Entertainment,TSN Entertainment,0,2,"20,000 .. 50,000",0,0,0,0,99,99,0,0
924360,Zenith Hunter,Michael Seaholm,Michael Seaholm,21,7,"20,000 .. 50,000",0,0,0,0,0,0,0,0
924360,Zenith Hunter,Michael Seaholm,Michael Seaholm,21,7,"20,000 .. 50,000",0,0,0,0,0,0,0,0
925910,MMMmmm... Cake!,Dymchick1,Dymchick1,43,16,"20,000 .. 50,000",0,0,0,0,199,199,0,0
925910,MMMmmm... Cake!,Dymchick1,Dymchick1,43,16,"20,000 .. 50,000",0,0,0,0,199,199,0,0
